name,category,iconName,nodeId,assetPath,useTier,verification,notes
Utility Icons / L / left_align_text,Utility Icons,left_align_text,1518:28930,icon-assets/exported-svg/Utility Icons/L/left_align_text.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / level_down,Utility Icons,level_down,1518:28932,icon-assets/exported-svg/Utility Icons/L/level_down.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / level_up,Utility Icons,level_up,1518:28934,icon-assets/exported-svg/Utility Icons/L/level_up.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / light_bulb,Utility Icons,light_bulb,1518:28936,icon-assets/exported-svg/Utility Icons/L/light_bulb.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / lightning_extension,Utility Icons,lightning_extension,1518:29392,icon-assets/exported-svg/Utility Icons/L/lightning_extension.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / lightning_inspector,Utility Icons,lightning_inspector,1518:28938,icon-assets/exported-svg/Utility Icons/L/lightning_inspector.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / like,Utility Icons,like,1518:28940,icon-assets/exported-svg/Utility Icons/L/like.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / link,Utility Icons,link,1518:28942,icon-assets/exported-svg/Utility Icons/L/link.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / linked,Utility Icons,linked,1518:28944,icon-assets/exported-svg/Utility Icons/L/linked.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / list,Utility Icons,list,1518:28946,icon-assets/exported-svg/Utility Icons/L/list.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / listen,Utility Icons,listen,1518:28948,icon-assets/exported-svg/Utility Icons/L/listen.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / live_message,Utility Icons,live_message,1518:28950,icon-assets/exported-svg/Utility Icons/L/live_message.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / location,Utility Icons,location,1518:28952,icon-assets/exported-svg/Utility Icons/L/location.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / lock,Utility Icons,lock,1518:28954,icon-assets/exported-svg/Utility Icons/L/lock.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / locker_service_api_viewer,Utility Icons,locker_service_api_viewer,1518:28956,icon-assets/exported-svg/Utility Icons/L/locker_service_api_viewer.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / locker_service_console,Utility Icons,locker_service_console,1518:28958,icon-assets/exported-svg/Utility Icons/L/locker_service_console.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / log_a_call,Utility Icons,log_a_call,1518:28960,icon-assets/exported-svg/Utility Icons/L/log_a_call.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / logout,Utility Icons,logout,1518:28962,icon-assets/exported-svg/Utility Icons/L/logout.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / loop,Utility Icons,loop,1518:28964,icon-assets/exported-svg/Utility Icons/L/loop.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / L / lower_flag,Utility Icons,lower_flag,1518:28966,icon-assets/exported-svg/Utility Icons/L/lower_flag.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / M / macros,Utility Icons,macros,1518:28968,icon-assets/exported-svg/Utility Icons/M/macros.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / M / magicwand,Utility Icons,magicwand,1518:28970,icon-assets/exported-svg/Utility Icons/M/magicwand.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / M / mark_all_as_read,Utility Icons,mark_all_as_read,1518:28972,icon-assets/exported-svg/Utility Icons/M/mark_all_as_read.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / M / matrix,Utility Icons,matrix,1518:28974,icon-assets/exported-svg/Utility Icons/M/matrix.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / M / merge,Utility Icons,merge,1518:28976,icon-assets/exported-svg/Utility Icons/M/merge.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / M / merge_field,Utility Icons,merge_field,1518:29390,icon-assets/exported-svg/Utility Icons/M/merge_field.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / M / metrics,Utility Icons,metrics,1518:28978,icon-assets/exported-svg/Utility Icons/M/metrics.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / M / minimize_window,Utility Icons,minimize_window,1518:28980,icon-assets/exported-svg/Utility Icons/M/minimize_window.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / M / missed_call,Utility Icons,missed_call,1518:28982,icon-assets/exported-svg/Utility Icons/M/missed_call.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / M / money,Utility Icons,money,1518:28984,icon-assets/exported-svg/Utility Icons/M/money.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / M / moneybag,Utility Icons,moneybag,1518:28986,icon-assets/exported-svg/Utility Icons/M/moneybag.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / M / monthlyview,Utility Icons,monthlyview,1518:28988,icon-assets/exported-svg/Utility Icons/M/monthlyview.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / M / move,Utility Icons,move,1518:28990,icon-assets/exported-svg/Utility Icons/M/move.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / M / multi_picklist,Utility Icons,multi_picklist,1518:28992,icon-assets/exported-svg/Utility Icons/M/multi_picklist.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / M / multi_select_checkbox,Utility Icons,multi_select_checkbox,1518:28994,icon-assets/exported-svg/Utility Icons/M/multi_select_checkbox.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / M / muted,Utility Icons,muted,1518:28996,icon-assets/exported-svg/Utility Icons/M/muted.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / N / new,Utility Icons,new,1518:28998,icon-assets/exported-svg/Utility Icons/N/new.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / N / new_direct_message,Utility Icons,new_direct_message,1518:29000,icon-assets/exported-svg/Utility Icons/N/new_direct_message.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / N / new_window,Utility Icons,new_window,1518:29002,icon-assets/exported-svg/Utility Icons/N/new_window.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / N / news,Utility Icons,news,1518:29004,icon-assets/exported-svg/Utility Icons/N/news.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / N / note,Utility Icons,note,1518:29006,icon-assets/exported-svg/Utility Icons/N/note.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / N / notebook,Utility Icons,notebook,1518:29008,icon-assets/exported-svg/Utility Icons/N/notebook.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / N / notification,Utility Icons,notification,1518:29010,icon-assets/exported-svg/Utility Icons/N/notification.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / N / number_input,Utility Icons,number_input,1518:29012,icon-assets/exported-svg/Utility Icons/N/number_input.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / O / office365,Utility Icons,office365,1518:29014,icon-assets/exported-svg/Utility Icons/O/office365.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / O / offline,Utility Icons,offline,1518:29016,icon-assets/exported-svg/Utility Icons/O/offline.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / O / offline_cached,Utility Icons,offline_cached,1518:29018,icon-assets/exported-svg/Utility Icons/O/offline_cached.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / O / omni_channel,Utility Icons,omni_channel,1518:29020,icon-assets/exported-svg/Utility Icons/O/omni_channel.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / O / open,Utility Icons,open,1518:29022,icon-assets/exported-svg/Utility Icons/O/open.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / O / open_folder,Utility Icons,open_folder,1518:29024,icon-assets/exported-svg/Utility Icons/O/open_folder.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / O / opened_folder,Utility Icons,opened_folder,1518:29026,icon-assets/exported-svg/Utility Icons/O/opened_folder.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / O / outbound_call,Utility Icons,outbound_call,1518:29028,icon-assets/exported-svg/Utility Icons/O/outbound_call.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / O / outcome,Utility Icons,outcome,1518:29030,icon-assets/exported-svg/Utility Icons/O/outcome.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / O / overflow,Utility Icons,overflow,1518:29032,icon-assets/exported-svg/Utility Icons/O/overflow.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / package,Utility Icons,package,1518:29034,icon-assets/exported-svg/Utility Icons/P/package.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / package_org,Utility Icons,package_org,1518:29036,icon-assets/exported-svg/Utility Icons/P/package_org.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / package_org_beta,Utility Icons,package_org_beta,1518:29038,icon-assets/exported-svg/Utility Icons/P/package_org_beta.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / page,Utility Icons,page,1518:29040,icon-assets/exported-svg/Utility Icons/P/page.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / palette,Utility Icons,palette,1518:29042,icon-assets/exported-svg/Utility Icons/P/palette.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / password,Utility Icons,password,1518:29044,icon-assets/exported-svg/Utility Icons/P/password.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / paste,Utility Icons,paste,1518:29046,icon-assets/exported-svg/Utility Icons/P/paste.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / pause,Utility Icons,pause,1518:29048,icon-assets/exported-svg/Utility Icons/P/pause.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / people,Utility Icons,people,1518:29050,icon-assets/exported-svg/Utility Icons/P/people.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / phone_landscape,Utility Icons,phone_landscape,1518:29052,icon-assets/exported-svg/Utility Icons/P/phone_landscape.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / phone_portrait,Utility Icons,phone_portrait,1518:29054,icon-assets/exported-svg/Utility Icons/P/phone_portrait.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / photo,Utility Icons,photo,1518:29056,icon-assets/exported-svg/Utility Icons/P/photo.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / picklist,Utility Icons,picklist,1518:29058,icon-assets/exported-svg/Utility Icons/P/picklist.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / picklist_choice,Utility Icons,picklist_choice,1518:29060,icon-assets/exported-svg/Utility Icons/P/picklist_choice.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / picklist_type,Utility Icons,picklist_type,1518:29062,icon-assets/exported-svg/Utility Icons/P/picklist_type.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / pin,Utility Icons,pin,1518:29064,icon-assets/exported-svg/Utility Icons/P/pin.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / pinned,Utility Icons,pinned,1518:29066,icon-assets/exported-svg/Utility Icons/P/pinned.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / play,Utility Icons,play,1518:29068,icon-assets/exported-svg/Utility Icons/P/play.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / podcast_webinar,Utility Icons,podcast_webinar,1518:29070,icon-assets/exported-svg/Utility Icons/P/podcast_webinar.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / pop_in,Utility Icons,pop_in,1518:29072,icon-assets/exported-svg/Utility Icons/P/pop_in.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / power,Utility Icons,power,1518:29074,icon-assets/exported-svg/Utility Icons/P/power.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / preview,Utility Icons,preview,1518:29076,icon-assets/exported-svg/Utility Icons/P/preview.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / print,Utility Icons,print,1518:29078,icon-assets/exported-svg/Utility Icons/P/print.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / priority,Utility Icons,priority,1518:29080,icon-assets/exported-svg/Utility Icons/P/priority.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / privately_shared,Utility Icons,privately_shared,1518:29082,icon-assets/exported-svg/Utility Icons/P/privately_shared.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / process,Utility Icons,process,1518:29084,icon-assets/exported-svg/Utility Icons/P/process.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / prompt,Utility Icons,prompt,1518:29386,icon-assets/exported-svg/Utility Icons/P/prompt.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / prompt_edit,Utility Icons,prompt_edit,1518:29388,icon-assets/exported-svg/Utility Icons/P/prompt_edit.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / push,Utility Icons,push,1518:29086,icon-assets/exported-svg/Utility Icons/P/push.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / P / puzzle,Utility Icons,puzzle,1518:29088,icon-assets/exported-svg/Utility Icons/P/puzzle.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / Q / question,Utility Icons,question,1518:29090,icon-assets/exported-svg/Utility Icons/Q/question.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / Q / question_mark,Utility Icons,question_mark,1518:29384,icon-assets/exported-svg/Utility Icons/Q/question_mark.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / Q / questions_and_answers,Utility Icons,questions_and_answers,1518:29092,icon-assets/exported-svg/Utility Icons/Q/questions_and_answers.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / Q / quick_text,Utility Icons,quick_text,1518:29094,icon-assets/exported-svg/Utility Icons/Q/quick_text.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / Q / quip,Utility Icons,quip,1518:29382,icon-assets/exported-svg/Utility Icons/Q/quip.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / Q / quotation_marks,Utility Icons,quotation_marks,1518:29096,icon-assets/exported-svg/Utility Icons/Q/quotation_marks.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / Q / quote,Utility Icons,quote,1518:29098,icon-assets/exported-svg/Utility Icons/Q/quote.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / rating,Utility Icons,rating,1518:29100,icon-assets/exported-svg/Utility Icons/R/rating.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / reassign,Utility Icons,reassign,1518:29102,icon-assets/exported-svg/Utility Icons/R/reassign.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / record,Utility Icons,record,1518:29104,icon-assets/exported-svg/Utility Icons/R/record.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / record_create,Utility Icons,record_create,1518:29106,icon-assets/exported-svg/Utility Icons/R/record_create.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / record_delete,Utility Icons,record_delete,1518:29108,icon-assets/exported-svg/Utility Icons/R/record_delete.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / record_lookup,Utility Icons,record_lookup,1518:29110,icon-assets/exported-svg/Utility Icons/R/record_lookup.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / record_update,Utility Icons,record_update,1518:29112,icon-assets/exported-svg/Utility Icons/R/record_update.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / recurring_exception,Utility Icons,recurring_exception,1518:29114,icon-assets/exported-svg/Utility Icons/R/recurring_exception.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / recycle_bin_empty,Utility Icons,recycle_bin_empty,1518:29412,icon-assets/exported-svg/Utility Icons/R/recycle_bin_empty.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / recycle_bin_full,Utility Icons,recycle_bin_full,1518:29380,icon-assets/exported-svg/Utility Icons/R/recycle_bin_full.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / redo,Utility Icons,redo,1518:29116,icon-assets/exported-svg/Utility Icons/R/redo.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / refresh,Utility Icons,refresh,1518:29118,icon-assets/exported-svg/Utility Icons/R/refresh.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / relate,Utility Icons,relate,1518:29120,icon-assets/exported-svg/Utility Icons/R/relate.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / reminder,Utility Icons,reminder,1518:29122,icon-assets/exported-svg/Utility Icons/R/reminder.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / remove_formatting,Utility Icons,remove_formatting,1518:29124,icon-assets/exported-svg/Utility Icons/R/remove_formatting.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / remove_link,Utility Icons,remove_link,1518:29126,icon-assets/exported-svg/Utility Icons/R/remove_link.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / replace,Utility Icons,replace,1518:29128,icon-assets/exported-svg/Utility Icons/R/replace.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / reply,Utility Icons,reply,1518:29130,icon-assets/exported-svg/Utility Icons/R/reply.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / reply_all,Utility Icons,reply_all,1518:29132,icon-assets/exported-svg/Utility Icons/R/reply_all.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / report_issue,Utility Icons,report_issue,1518:29134,icon-assets/exported-svg/Utility Icons/R/report_issue.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / reset_password,Utility Icons,reset_password,1518:29136,icon-assets/exported-svg/Utility Icons/R/reset_password.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / resource_absence,Utility Icons,resource_absence,1518:29138,icon-assets/exported-svg/Utility Icons/R/resource_absence.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / resource_capacity,Utility Icons,resource_capacity,1518:29140,icon-assets/exported-svg/Utility Icons/R/resource_capacity.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / resource_territory,Utility Icons,resource_territory,1518:29142,icon-assets/exported-svg/Utility Icons/R/resource_territory.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / retail_execution,Utility Icons,retail_execution,1518:29378,icon-assets/exported-svg/Utility Icons/R/retail_execution.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / retweet,Utility Icons,retweet,1518:29144,icon-assets/exported-svg/Utility Icons/R/retweet.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / ribbon,Utility Icons,ribbon,1518:29146,icon-assets/exported-svg/Utility Icons/R/ribbon.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / richtextbulletedlist,Utility Icons,richtextbulletedlist,1518:29148,icon-assets/exported-svg/Utility Icons/R/richtextbulletedlist.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / richtextindent,Utility Icons,richtextindent,1518:29150,icon-assets/exported-svg/Utility Icons/R/richtextindent.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / richtextnumberedlist,Utility Icons,richtextnumberedlist,1518:29152,icon-assets/exported-svg/Utility Icons/R/richtextnumberedlist.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / richtextoutdent,Utility Icons,richtextoutdent,1518:29154,icon-assets/exported-svg/Utility Icons/R/richtextoutdent.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / right,Utility Icons,right,1518:29156,icon-assets/exported-svg/Utility Icons/R/right.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / right_align_text,Utility Icons,right_align_text,1518:29158,icon-assets/exported-svg/Utility Icons/R/right_align_text.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / rotate,Utility Icons,rotate,1518:29160,icon-assets/exported-svg/Utility Icons/R/rotate.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / routing_offline,Utility Icons,routing_offline,1518:29162,icon-assets/exported-svg/Utility Icons/R/routing_offline.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / rows,Utility Icons,rows,1518:29164,icon-assets/exported-svg/Utility Icons/R/rows.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / R / rules,Utility Icons,rules,1518:29166,icon-assets/exported-svg/Utility Icons/R/rules.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / salesforce1,Utility Icons,salesforce1,1518:29168,icon-assets/exported-svg/Utility Icons/S/salesforce1.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / save,Utility Icons,save,1518:29170,icon-assets/exported-svg/Utility Icons/S/save.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / scan,Utility Icons,scan,1518:29504,icon-assets/exported-svg/Utility Icons/S/scan.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / screen,Utility Icons,screen,1518:29172,icon-assets/exported-svg/Utility Icons/S/screen.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / search,Utility Icons,search,1518:29174,icon-assets/exported-svg/Utility Icons/S/search.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / section,Utility Icons,section,1518:29376,icon-assets/exported-svg/Utility Icons/S/section.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / send,Utility Icons,send,1518:29176,icon-assets/exported-svg/Utility Icons/S/send.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / sentiment_negative,Utility Icons,sentiment_negative,1518:29178,icon-assets/exported-svg/Utility Icons/S/sentiment_negative.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / sentiment_neutral,Utility Icons,sentiment_neutral,1518:29180,icon-assets/exported-svg/Utility Icons/S/sentiment_neutral.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / settings,Utility Icons,settings,1518:29182,icon-assets/exported-svg/Utility Icons/S/settings.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / setup,Utility Icons,setup,1518:29184,icon-assets/exported-svg/Utility Icons/S/setup.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / setup_assistant_guide,Utility Icons,setup_assistant_guide,1518:29186,icon-assets/exported-svg/Utility Icons/S/setup_assistant_guide.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / setup_modal,Utility Icons,setup_modal,1518:29188,icon-assets/exported-svg/Utility Icons/S/setup_modal.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / share,Utility Icons,share,1518:29190,icon-assets/exported-svg/Utility Icons/S/share.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / share_mobile,Utility Icons,share_mobile,1518:29192,icon-assets/exported-svg/Utility Icons/S/share_mobile.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / share_post,Utility Icons,share_post,1518:29194,icon-assets/exported-svg/Utility Icons/S/share_post.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / shared_file,Utility Icons,shared_file,1518:29196,icon-assets/exported-svg/Utility Icons/S/shared_file.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / shield,Utility Icons,shield,1518:29198,icon-assets/exported-svg/Utility Icons/S/shield.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / shift_ui,Utility Icons,shift_ui,1518:29374,icon-assets/exported-svg/Utility Icons/S/shift_ui.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / shopping_bag,Utility Icons,shopping_bag,1518:29200,icon-assets/exported-svg/Utility Icons/S/shopping_bag.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / shortcuts,Utility Icons,shortcuts,1518:29202,icon-assets/exported-svg/Utility Icons/S/shortcuts.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / side_list,Utility Icons,side_list,1518:29204,icon-assets/exported-svg/Utility Icons/S/side_list.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / signpost,Utility Icons,signpost,1518:29206,icon-assets/exported-svg/Utility Icons/S/signpost.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / skip,Utility Icons,skip,1518:29208,icon-assets/exported-svg/Utility Icons/S/skip.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / skip_back,Utility Icons,skip_back,1518:29372,icon-assets/exported-svg/Utility Icons/S/skip_back.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / skip_forward,Utility Icons,skip_forward,1518:29370,icon-assets/exported-svg/Utility Icons/S/skip_forward.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / slider,Utility Icons,slider,1518:29368,icon-assets/exported-svg/Utility Icons/S/slider.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / smiley_and_people,Utility Icons,smiley_and_people,1518:29210,icon-assets/exported-svg/Utility Icons/S/smiley_and_people.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / sms,Utility Icons,sms,1518:29212,icon-assets/exported-svg/Utility Icons/S/sms.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / snippet,Utility Icons,snippet,1518:29214,icon-assets/exported-svg/Utility Icons/S/snippet.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / sobject,Utility Icons,sobject,1518:29216,icon-assets/exported-svg/Utility Icons/S/sobject.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / sobject_collection,Utility Icons,sobject_collection,1518:29218,icon-assets/exported-svg/Utility Icons/S/sobject_collection.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / socialshare,Utility Icons,socialshare,1518:29220,icon-assets/exported-svg/Utility Icons/S/socialshare.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / sort,Utility Icons,sort,1518:29222,icon-assets/exported-svg/Utility Icons/S/sort.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / spinner,Utility Icons,spinner,1518:29224,icon-assets/exported-svg/Utility Icons/S/spinner.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / stage,Utility Icons,stage,1518:29226,icon-assets/exported-svg/Utility Icons/S/stage.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / stage_collection,Utility Icons,stage_collection,1518:29228,icon-assets/exported-svg/Utility Icons/S/stage_collection.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / standard objects,Utility Icons,standard objects,1518:29230,icon-assets/exported-svg/Utility Icons/S/standard objects.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / steps,Utility Icons,steps,1518:29232,icon-assets/exported-svg/Utility Icons/S/steps.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / stop,Utility Icons,stop,1518:29234,icon-assets/exported-svg/Utility Icons/S/stop.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / store,Utility Icons,store,1518:29366,icon-assets/exported-svg/Utility Icons/S/store.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / strategy,Utility Icons,strategy,1518:29236,icon-assets/exported-svg/Utility Icons/S/strategy.svg,primary,visual-required,Searchable and usable after visual verification.
